id,severity,title,description,iacontrols,ruleID,fixid,fixtext,checkid,checktext
V-219310,medium,The Ubuntu operating system must immediately terminate all network connections associated with SSH traffic after a period of inactivity.,"Automatic session termination addresses the termination of user-initiated logical sessions in contrast to the termination of network connections that are associated with communications sessions (i.e., network disconnect). A logical session (for local, network, and remote access) is initiated whenever a user (or process acting on behalf of a user) accesses an organizational information system. Such user sessions can be terminated (and thus terminate user access) without terminating network sessions.

Session termination terminates all processes associated with a user's logical session except those processes that are specifically created by the user (i.e., session owner) to continue after the session is terminated.

Conditions or trigger events requiring automatic session termination can include, for example, organization-defined periods of user inactivity, targeted responses to certain types of incidents, and time-of-day restrictions on information system use.

This capability is typically reserved for specific Ubuntu operating system functionality where the system owner, data owner, or organization requires additional assurance.",None,SV-219310r610963_rule,F-21034r305259_fix,"Configure the Ubuntu operating system to automatically terminate inactive SSH sessions after a period of inactivity.

Modify or append the following line in the ""/etc/ssh/sshd_config"" file replacing ""[Count]"" with a value of 1:

ClientAliveCountMax 1

In order for the changes to take effect, the SSH daemon must be restarted.

# sudo systemctl restart sshd.service",C-21035r305258_chk,"Verify that all network connections associated with SSH traffic automatically terminate after a period of inactivity.

Check that ""ClientAliveCountMax"" variable is set in ""/etc/ssh/sshd_config"" file by performing the following command:

# sudo grep -i clientalivecountmax /etc/ssh/sshd_config

ClientAliveCountMax 1

If ""ClientAliveCountMax"" is not set, or not set to ""1"", or is commented out, this is a finding."
V-251506,high,The Ubuntu operating system must not have accounts configured with blank or null passwords.,"If an account has an empty password, anyone could log on and run commands with the privileges of that account. Accounts with empty passwords should never be used in operational environments.",None,SV-251506r808515_rule,F-54895r808514_fix,"Configure all accounts on the system to have a password or lock the account with the following commands:

Perform a password reset:

$ sudo passwd [username]

Lock an account:

$ sudo passwd -l [username]",C-54941r808513_chk,"Check the ""/etc/shadow"" file for blank passwords with the following command:

$ sudo awk -F: '!$2 {print $1}' /etc/shadow

If the command returns any results, this is a finding."
V-219257,medium,"The Ubuntu operating system must generate audit records for successful/unsuccessful uses of the creat, open, openat, open_by_handle_at, truncate, and ftruncate system calls.","Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).

The system call rules are loaded into a matching engine that intercepts each syscall made by all programs on the system. Therefore, it is very important to use syscall rules only when absolutely necessary since these affect performance. The more rules, the bigger the performance hit. The performance is helped, however, by combining syscalls into one rule whenever possible.

Satisfies: SRG-OS-000064-GPOS-00033, SRG-OS-000474-GPOS-00219",None,SV-219257r809523_rule,F-20981r809522_fix,"Configure the audit system to generate an audit event for any unsuccessful use of the ""creat"", ""open"", ""openat"", ""open_by_handle_at"", ""truncate"", and ""ftruncate"" system calls.

Add or update the following rules in the ""/etc/audit/rules.d/stig.rules"" file:

-a always,exit -F arch=b32 -S creat,open,openat,open_by_handle_at,truncate,ftruncate -F exit=-EPERM -F auid>=1000 -F auid!=4294967295 -k perm_access
-a always,exit -F arch=b32 -S creat,open,openat,open_by_handle_at,truncate,ftruncate -F exit=-EACCES -F auid>=1000 -F auid!=4294967295 -k perm_access
-a always,exit -F arch=b64 -S creat,open,openat,open_by_handle_at,truncate,ftruncate -F exit=-EPERM -F auid>=1000 -F auid!=4294967295 -k perm_access
-a always,exit -F arch=b64 -S creat,open,openat,open_by_handle_at,truncate,ftruncate -F exit=-EACCES -F auid>=1000 -F auid!=4294967295 -k perm_access

Notes: For 32-bit architectures, only the 32-bit specific entries are required. 
The ""root"" account must be used to view/edit any files in the /etc/audit/rules.d/ directory.

To reload the rules file, issue the following command:

# sudo augenrules --load",C-20982r809521_chk,"Verify the Ubuntu operating system generates an audit record upon unsuccessful attempts to use the ""creat"", ""open"", ""openat"", ""open_by_handle_at"", ""truncate"", and ""ftruncate"" system calls.

Check the configured audit rules with the following commands:

# sudo auditctl -l | grep 'open\|truncate\|creat'

-a always,exit -F arch=b32 -S creat,open,openat,open_by_handle_at,truncate,ftruncate -F exit=-EPERM -F auid>=1000 -F auid!=-1 -k perm_access
-a always,exit -F arch=b32 -S creat,open,openat,open_by_handle_at,truncate,ftruncate -F exit=-EACCES -F auid>=1000 -F auid!=-1 -k perm_access
-a always,exit -F arch=b64 -S creat,open,openat,open_by_handle_at,truncate,ftruncate -F exit=-EPERM -F auid>=1000 -F auid!=-1 -k perm_access
-a always,exit -F arch=b64 -S creat,open,openat,open_by_handle_at,truncate,ftruncate -F exit=-EACCES -F auid>=1000 -F auid!=-1 -k perm_access

If the command does not return audit rules for the ""creat"", ""open"", ""openat"", ""open_by_handle_at"", ""truncate"", and ""ftruncate"" syscalls or the lines are commented out, this is a finding.

Notes:
For 32-bit architectures, only the 32-bit specific output lines from the commands are required.
The ""-k"" allows for specifying an arbitrary identifier and the string after it does not need to match the example output above."
V-219254,medium,"The Ubuntu operating system must generate audit records for successful/unsuccessful uses of the chmod, fchmod, and fchmodat system calls.","Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).

The system call rules are loaded into a matching engine that intercepts each syscall made by all programs on the system. Therefore, it is very important to use syscall rules only when absolutely necessary since these affect performance. The more rules, the bigger the performance hit. The performance is helped, however, by combining syscalls into one rule whenever possible.

Satisfies: SRG-OS-000064-GPOS-00033, SRG-OS-000462-GPOS-00206",None,SV-219254r809520_rule,F-20978r809519_fix,"Configure the audit system to generate an audit event for any successful/unsuccessful use of the ""chmod"", ""fchmod"", and ""fchmodat"" system calls. 

Add or update the following rules in the ""/etc/audit/rules.d/stig.rules"":

-a always,exit -F arch=b32 -S chmod,fchmod,fchmodat -F auid>=1000 -F auid!=4294967295 -k perm_chng
-a always,exit -F arch=b64 -S chmod,fchmod,fchmodat -F auid>=1000 -F auid!=4294967295 -k perm_chng

Notes: For 32-bit architectures, only the 32-bit specific entries are required. 
The ""root"" account must be used to view/edit any files in the /etc/audit/rules.d/ directory.

To reload the rules file, issue the following command:

# sudo augenrules --load",C-20979r809518_chk,"Verify the Ubuntu operating system generates an audit record upon successful/unsuccessful attempts to use the ""chmod"", ""fchmod"", and ""fchmodat"" system calls.

Check the configured audit rules with the following commands:

# sudo auditctl -l | grep chmod

-a always,exit -F arch=b32 -S chmod,fchmod,fchmodat -F auid>=1000 -F auid!=-1 -k perm_chng
-a always,exit -F arch=b64 -S chmod,fchmod,fchmodat -F auid>=1000 -F auid!=-1 -k perm_chng

If the command does not return audit rules for the ""chmod"", ""fchmod"", and ""fchmodat"" syscalls or the lines are commented out, this is a finding.

Notes:
For 32-bit architectures, only the 32-bit specific output lines from the commands are required.
The ""-k"" allows for specifying an arbitrary identifier and the string after it does not need to match the example output above."
V-219250,medium,"The Ubuntu operating system must generate audit records for successful/unsuccessful uses of the chown, fchown, fchownat, and lchown system calls.","Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).

The system call rules are loaded into a matching engine that intercepts each syscall made by all programs on the system. Therefore, it is very important to use syscall rules only when absolutely necessary since these affect performance. The more rules, the bigger the performance hit. The performance is helped, however, by combining syscalls into one rule whenever possible.

Satisfies: SRG-OS-000064-GPOS-00033, SRG-OS-000462-GPOS-00206",None,SV-219250r809517_rule,F-20974r809516_fix,"Configure the audit system to generate an audit event for any successful/unsuccessful use of the ""chown"", ""fchown"", ""fchownat"", and ""lchown"" system calls.

Add or update the following rules in the ""/etc/audit/rules.d/stig.rules"":

-a always,exit -F arch=b32 -S chown,fchown,fchownat,lchown -F auid>=1000 -F auid!=4294967295 -k perm_chng
-a always,exit -F arch=b64 -S chown,fchown,fchownat,lchown -F auid>=1000 -F auid!=4294967295 -k perm_chng

Notes: For 32-bit architectures, only the 32-bit specific entries are required. 
The ""root"" account must be used to view/edit any files in the /etc/audit/rules.d/ directory.

To reload the rules file, issue the following command:

# sudo augenrules --load",C-20975r809515_chk,"Verify the Ubuntu operating system generates an audit record upon successful/unsuccessful attempts to use the ""chown"", ""fchown"", ""fchownat"", and ""lchown"" system calls.

Check the configured audit rules with the following commands:

# sudo auditctl -l | grep chown

-a always,exit -F arch=b32 -S chown,fchown,fchownat,lchown -F auid>=1000 -F auid!=-1 -k perm_chng
-a always,exit -F arch=b64 -S chown,fchown,fchownat,lchown -F auid>=1000 -F auid!=-1 -k perm_chng

If the command does not return audit rules for the ""chown"", ""fchown"", ""fchownat"", and ""lchown"" syscalls or the lines are commented out, this is a finding.

Notes:
For 32-bit architectures, only the 32-bit specific output lines from the commands are required.
The ""-k"" allows for specifying an arbitrary identifier and the string after it does not need to match the example output above."
V-219219,medium,The Ubuntu operating system must generate audit records for the /var/log/btmp file.,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).",None,SV-219219r610963_rule,F-20943r304986_fix,"Configure the audit system to generate audit events showing start and stop times for user access via the /var/log/btmp file.

Add or update the following rules in the ""/etc/audit/rules.d/stig.rules"" file:

-w /var/log/btmp -p wa -k logins

Note:
The ""root"" account must be used to view/edit any files in the /etc/audit/rules.d/ directory.

In order to reload the rules file, issue the following command:

# sudo augenrules --load",C-20944r304985_chk,"Verify the Ubuntu operating system generates audit records showing start and stop times for user access to the system via /var/log/btmp file.

Check the currently configured audit rules with the following command:

# sudo auditctl -l | grep '/var/log/btmp'

-w /var/log/btmp -p wa -k logins

If the command does not return a line matching the example or the line is commented out, this is a finding.

Note: The '-k' allows for specifying an arbitrary identifier and the string after it does not need to match the example output above."
V-219322,low,"Pam_Apparmor must be configured to allow system administrators to pass information to any other Ubuntu operating system administrator or user, change security attributes, and to confine all non-privileged users from executing functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures.","When discretionary access control policies are implemented, subjects are not constrained with regard to what actions they can take with information for which they have already been granted access. Thus, subjects that have been granted access to information are not prevented from passing (i.e., the subjects have the discretion to pass) the information to other subjects or objects. A subject that is constrained in its operation by Mandatory Access Control policies is still able to operate under the less rigorous constraints of this requirement. Thus, while Mandatory Access Control imposes constraints preventing a subject from passing information to another subject operating at a different sensitivity level, this requirement permits the subject to pass the information to any subject at the same sensitivity level. The policy is bounded by the information system boundary. Once the information is passed outside the control of the information system, additional means may be required to ensure the constraints remain in effect. While the older, more traditional definitions of discretionary access control require identity-based access control, that limitation is not required for this use of discretionary access control.

Satisfies: SRG-OS-000312-GPOS-00122, SRG-OS-000312-GPOS-00123, SRG-OS-000312-GPOS-00124, SRG-OS-000324-GPOS-0012",None,SV-219322r853390_rule,F-21046r305295_fix,"Configure the Ubuntu operating system to allow system administrators to pass information to any other Ubuntu operating system administrator or user.

Install ""Pam_Apparmor"" (if it is not installed) with the following command:

# sudo apt-get install libpam-apparmor

Enable/Activate ""Apparmor"" (if it is not already active) with the following command:

# sudo systemctl enable apparmor.service

Start ""Apparmor"" with the following command:

# sudo systemctl start apparmor.service

Note: Pam_Apparmor must have properly configured profiles. All configurations will be based on the actual system setup and organization. See the ""Pam_Apparmor"" documentation for more information on configuring profiles.",C-21047r305294_chk,"Verify that the Ubuntu operating system is configured to allow system administrators to pass information to any other Ubuntu operating system administrator or user.

Check that ""Pam_Apparmor"" is installed on the system with the following command:

# dpkg -l | grep -i apparmor

ii libpam-apparmor 2.10.95-0Ubuntu2.6 

If the ""Pam_Apparmor"" package is not installed, this is a finding.

Check that the ""AppArmor"" daemon is running with the following command:

# systemctl status apparmor.service | grep -i active

If something other than ""Active: active"" is returned, this is a finding.

Note: Pam_Apparmor must have properly configured profiles. All configurations will be based on the actual system setup and organization. See the ""Pam_Apparmor"" documentation for more information on configuring profiles."
V-219323,medium,The Ubuntu operating system must be configured to use AppArmor.,"Control of program execution is a mechanism used to prevent execution of unauthorized programs. Some operating systems may provide a capability that runs counter to the mission or provides users with functionality that exceeds mission requirements. This includes functions and services installed at the operating system level.

Some of the programs, installed by default, may be harmful or may not be necessary to support essential organizational operations (e.g., key missions, functions). Removal of executable programs is not always possible; therefore, establishing a method of preventing program execution is critical to maintaining a secure system baseline.

Methods for complying with this requirement include restricting execution of programs in certain environments, while preventing execution in other environments; or limiting execution of certain program functionality based on organization-defined criteria (e.g., privileges, subnets, sandboxed environments, or roles).",None,SV-219323r853391_rule,F-21047r305298_fix,"Install ""Apparmor"" (if it is not installed) with the following command:

# sudo apt-get install apparmor

# sudo systemctl enable apparmor.service

Start ""Apparmor"" with the following command:

# sudo systemctl start apparmor.service

Note: Apparmor must have properly configured profiles for applications and home directories. All configurations will be based on the actual system setup and organization and normally are on a per role basis. See the ""Apparmor"" documentation for more information on configuring profiles.",C-21048r305297_chk,"Verify the operating system prevents program execution in accordance with local policies.

Check that apparmor is installed and active by running the following command:

# dpkg -l | grep apparmor

If the ""apparmor"" package is not installed, this is a finding.

#systemctl is-active apparmor.service

active

If ""active"" is not returned, this is a finding.

#systemctl is-enabled apparmor.service

enabled

If ""enabled"" is not returned, then this is a finding."
V-219320,medium,The Ubuntu operating system must implement certificate status checking for multifactor authentication.,"The use of PIV credentials facilitates standardization and reduces the risk of unauthorized access.

DoD has mandated the use of the CAC to support identity management and personal authentication for systems covered under Homeland Security Presidential Directive (HSPD) 12, as well as making the CAC a primary component of layered protection for national security systems.",None,SV-219320r853388_rule,F-21044r305289_fix,"Configure the Ubuntu operating system to certificate status checking for multifactor authentication.

Modify all of the cert_policy lines in ""/etc/pam_pkcs11/pam_pkcs11.conf"" to include ocsp_on.",C-21045r305288_chk,"Verify the Ubuntu operating system implements certificate status checking for multifactor authentication.

Check that certificate status checking for multifactor authentication is implemented with the following command:

# sudo grep use_pkcs11_module /etc/pam_pkcs11/pam_pkcs11.conf | awk '/pkcs11_module opensc {/,/}/' /etc/pam_pkcs11/pam_pkcs11.conf | grep cert_policy | grep ocsp_on

cert_policy = ca,signature,ocsp_on;

If ""cert_policy"" is not set to ""ocsp_on"", or the line is commented out, this is a finding."
V-219321,medium,The Ubuntu operating system must only allow the use of DoD PKI-established certificate authorities for verification of the establishment of protected sessions.,"Untrusted Certificate Authorities (CA) can issue certificates, but they may be issued by organizations or individuals that seek to compromise DoD systems or by organizations with insufficient security controls. If the CA used for verifying the certificate is not a DoD-approved CA, trust of this CA has not been established.

The DoD will only accept PKI-certificates obtained from a DoD-approved internal or external certificate authority. Reliance on CAs for the establishment of secure sessions includes, for example, the use of SSL/TLS certificates.",None,SV-219321r853389_rule,F-21045r305292_fix,"Add at least one DOD certificate authority to the '/usr/local/share/ca-certificates' directory, then run the 'update-ca-certificates' command.",C-21046r305291_chk,"Verify the directory containing the root certificates for the Ubuntu operating system only contains certificate files for DoD PKI-established certificate authorities by iterating over all files in the '/etc/ssl/certs' directory and checking if, at least one, has the subject matching ""DOD ROOT CA"".

If none is found, this is a finding."
V-219326,medium,"The Ubuntu operating system must disable account identifiers (individuals, groups, roles, and devices) after 35 days of inactivity.","Inactive identifiers pose a risk to systems and applications because attackers may exploit an inactive identifier and potentially obtain undetected access to the system. Owners of inactive accounts will not notice if unauthorized access to their user account has been obtained.

Ubuntu operating systems need to track periods of inactivity and disable application identifiers after 35 days of inactivity.",None,SV-219326r928521_rule,F-21050r928520_fix,"Configure the Ubuntu operating system to disable account identifiers after 35 days of inactivity since the password expiration. 

Run the following command to change the configuration for adduser:

# sudo useradd -D -f 35

Note: DoD recommendation is 35 days, but a lower value is acceptable. The value ""0"" will disable the account immediately after the password expires.",C-21051r305306_chk,"Verify the account identifiers (individuals, groups, roles, and devices) are disabled after 35 days of inactivity with the following command:

Check the account inactivity value by performing the following command:

# sudo grep INACTIVE /etc/default/useradd

INACTIVE=35

If ""INACTIVE"" is not set to a value 0<[VALUE]<=35, or is commented out, this is a finding."
V-219327,low,The Ubuntu operating system must automatically expire temporary accounts within 72 hours.,"Temporary accounts are privileged or nonprivileged accounts that are established during pressing circumstances, such as new software or hardware configuration or an incident response, where the need for prompt account activation requires bypassing normal account authorization procedures. If any inactive temporary accounts are left enabled on the system and are not either manually removed or automatically expired within 72 hours, the security posture of the system will be degraded and exposed to exploitation by unauthorized users or insider threat actors.

Temporary accounts are different from emergency accounts. Emergency accounts, also known as ""last resort"" or ""break glass"" accounts, are local logon accounts enabled on the system for emergency use by authorized system administrators to manage a system when standard logon methods are failing or not available. Emergency accounts are not subject to manual removal or scheduled expiration requirements.

The automatic expiration of temporary accounts may be extended as needed by the circumstances but it must not be extended indefinitely. A documented permanent account should be established for privileged users who need long-term maintenance accounts.",None,SV-219327r902884_rule,F-21051r902856_fix,"Configure the operating system to expire temporary accounts after 72 hours with the following command:

     $ sudo chage -E $(date -d +3days +%Y-%m-%d) <temporary_account_name>",C-21052r902855_chk,"Verify temporary accounts have been provisioned with an expiration date of 72 hours.

For every existing temporary account, run the following command to obtain its account expiration information:

     $ sudo chage -l <temporary_account_name> | grep -i ""account expires""

Verify each of these accounts has an expiration date set within 72 hours.
If any temporary accounts have no expiration date set or do not expire within 72 hours, this is a finding."
V-219324,medium,"The Apparmor module must be configured to employ a deny-all, permit-by-exception policy to allow the execution of authorized software programs and limit the ability of non-privileged users to grant other users direct access to the contents of their home directories/folders.","Control of program execution is a mechanism used to prevent execution of unauthorized programs. Some operating systems may provide a capability that runs counter to the mission or provides users with functionality that exceeds mission requirements. This includes functions and services installed at the operating system level.

Some of the programs, installed by default, may be harmful or may not be necessary to support essential organizational operations (e.g., key missions, functions). Removal of executable programs is not always possible; therefore, establishing a method of preventing program execution is critical to maintaining a secure system baseline.

Methods for complying with this requirement include restricting execution of programs in certain environments, while preventing execution in other environments; or limiting execution of certain program functionality based on organization-defined criteria (e.g., privileges, subnets, sandboxed environments, or roles).",None,SV-219324r853392_rule,F-21048r305301_fix,"Configure the Ubuntu operating system to employ a deny-all, permit-by-exception policy to allow the execution of authorized software programs.

Install ""Apparmor"" (if it is not installed) with the following command:

# sudo apt-get install apparmor

Enable ""Apparmor"" (if it is not already active) with the following command:

# sudo systemctl enable apparmor.service

Start ""Apparmor"" with the following command:

# sudo systemctl start apparmor.service

Note: Apparmor must have properly configured profiles for applications and home directories. All configurations will be based on the actual system setup and organization and normally are on a per role basis. See the ""Apparmor"" documentation for more information on configuring profiles.",C-21049r305300_chk,"Verify that the Ubuntu operating system is configured to employ a deny-all, permit-by-exception policy to allow the execution of authorized software programs and access to user home directories.

Check that ""Apparmor"" is configured to employ application whitelisting and home directory access control with the following command:

# sudo apparmor_status

apparmor module is loaded.
17 profiles are loaded.
17 profiles are in enforce mode.
 /sbin/dhclient
 /usr/bin/lxc-start
 ...
0 processes are in complain mode.
0 processes are unconfined but have a profile defined.

If the defined profiles do not match the organization's list of authorized software, this is a finding."
V-219325,medium,The Ubuntu operating system must uniquely identify interactive users.,"To assure accountability and prevent unauthenticated access, organizational users must be identified and authenticated to prevent potential misuse and compromise of the system.

Organizational users include organizational employees or individuals the organization deems to have equivalent status of employees (e.g., contractors). Organizational users (and processes acting on behalf of users) must be uniquely identified and authenticated to all accesses, except for the following: 

1) Accesses explicitly identified and documented by the organization. Organizations document specific user actions that can be performed on the information system without identification or authentication; and

2) Accesses that occur through authorized use of group authenticators without individual authentication. Organizations may require unique identification of individuals in group accounts (e.g., shared privilege accounts) or for detailed accountability of individual activity.

Satisfies: SRG-OS-000104-GPOS-00051, SRG-OS-000121-GPOS-00062",None,SV-219325r610963_rule,F-21049r305304_fix,"Edit the file ""/etc/passwd"" and provide each interactive user account that has a duplicate User ID (UID) with a unique UID.",C-21050r305303_chk,"Verify that the Ubuntu operating system contains no duplicate User IDs (UIDs) for interactive users.

Check that the Ubuntu operating system contains no duplicate UIDs for interactive users with the following command:

# awk -F "":"" 'list[$3]++{print $1, $3}' /etc/passwd

If output is produced, and the accounts listed are interactive user accounts, this is a finding."
V-219241,medium,The Ubuntu operating system must generate audit records for successful/unsuccessful uses of the umount command.,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).",None,SV-219241r610963_rule,F-20965r305052_fix,"Configure the audit system to generate an audit event for any successful/unsuccessful use of the ""umount"" command. 

Add or update the following rules in the ""/etc/audit/rules.d/stig.rules"" file:

-a always,exit -F path=/bin/umount -F perm=x -F auid>=1000 -F auid!=4294967295 -k privileged-umount

In order to reload the rules file, issue the following command:

# sudo augenrules --load 

Note:
The ""root"" account must be used to view/edit any files in the /etc/audit/rules.d/ directory.",C-20966r305051_chk,"Verify if the Ubuntu operating system generates audit records when successful/unsuccessful attempts to use of the ""umount"" command occur.

Check the configured audit rules with the following commands:

# sudo auditctl -l | grep '/bin/umount'

-a always,exit -F path=/bin/umount -F perm=x -F auid>=1000 -F auid!=-1 -k privileged-umount

If the command does not return lines that match the example or the lines are commented out, this is a finding.

Note: The '-k' allows for specifying an arbitrary identifier and the string after it does not need to match the example output above."
V-219240,medium,The Ubuntu operating system must generate audit records for successful/unsuccessful uses of the mount command.,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).",None,SV-219240r610963_rule,F-20964r305049_fix,"Configure the audit system to generate an audit event for any successful/unsuccessful use of the ""mount"" command. 

Add or update the following rules in the ""/etc/audit/rules.d/stig.rules"" file:

-a always,exit -F path=/bin/mount -F perm=x -F auid>=1000 -F auid!=4294967295 -k privileged-mount

In order to reload the rules file, issue the following command:

# sudo augenrules --load 

Note:
The ""root"" account must be used to view/edit any files in the /etc/audit/rules.d/ directory.",C-20965r305048_chk,"Verify if the Ubuntu operating system generates audit records when successful/unsuccessful attempts to use of the ""mount"" command occur.

Check the configured audit rules with the following commands:

# sudo auditctl -l | grep '/bin/mount'

-a always,exit -F path=/bin/mount -F perm=x -F auid>=1000 -F auid!=-1 -k privileged-mount

If the command does not return lines that match the example or the lines are commented out, this is a finding.

Note: The '-k' allows for specifying an arbitrary identifier and the string after it does not need to match the example output above."
V-219243,medium,The Ubuntu operating system must generate audit records for successful/unsuccessful uses of the ssh-keysign command.,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).",None,SV-219243r610963_rule,F-20967r305058_fix,"Configure the audit system to generate an audit event for any successful/unsuccessful use of the ""ssh-keysign"" command. 

Add or update the following rules in the ""/etc/audit/rules.d/stig.rules"" file:

-a always,exit -F path=/usr/lib/openssh/ssh-keysign -F perm=x -F auid>=1000 -F auid!=4294967295 -k privileged-ssh

In order to reload the rules file, issue the following command:

# sudo augenrules --load 

Note:
The ""root"" account must be used to view/edit any files in the /etc/audit/rules.d/ directory.",C-20968r305057_chk,"Verify the Ubuntu operating system generates an audit record when successful/unsuccessful attempts to use the ""ssh-keysign"" command occur.

Check the configured audit rules with the following commands:

#sudo auditctl -l | grep ssh-keysign

-a always,exit -F path=/usr/lib/openssh/ssh-keysign -F perm=x -F auid>=1000 -F auid!=-1 -k privileged-ssh

If the command does not return lines that match the example or the lines are commented out, this is a finding.

Note: The '-k' allows for specifying an arbitrary identifier and the string after it does not need to match the example output above."
V-219329,medium,The Ubuntu operating system must provision temporary user accounts with an expiration time of 72 hours or less.,"If temporary user accounts remain active when no longer needed or for an excessive period, these accounts may be used to gain unauthorized access. To mitigate this risk, automated termination of all temporary accounts must be set upon account creation.

Temporary accounts are established as part of normal account activation procedures when there is a need for short-term accounts without the demand for immediacy in account activation.

If temporary accounts are used, the Ubuntu operating system must be configured to automatically terminate these types of accounts after a DoD-defined time period of 72 hours.

To address access requirements, the Ubuntu operating system may be integrated with enterprise-level authentication/access mechanisms that meet or exceed access control policy requirements.",None,SV-219329r610963_rule,F-21053r305316_fix,"If a temporary account must be created configure the system to terminate the account after a 72 hour time period with the following command to set an expiration date on it. Substitute ""system_account_name"" with the account to be created.

# sudo chage -E $(date -d ""+3 days"" +%F) system_account_name",C-21054r305315_chk,"Verify the Ubuntu operating system expires temporary user accounts within 72 hours or less.

For every existing temporary account, run the following command to obtain its account expiration information.

# sudo chage -l system_account_name | grep expires

Password expires : Aug 07, 2019
Account expires : Aug 07, 2019

Verify each of these accounts has an expiration date set within 72 hours of accounts' creation.
If any temporary account does not expire within 72 hours of that account's creation, this is a finding."
V-219244,medium,"The Ubuntu operating system must generate audit records for any usage of the setxattr, fsetxattr, lsetxattr, removexattr, fremovexattr, and lremovexattr system calls.","Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).

The system call rules are loaded into a matching engine that intercepts each syscall made by all programs on the system. Therefore, it is very important to use syscall rules only when absolutely necessary since these affect performance. The more rules, the bigger the performance hit. The performance is helped, however, by combining syscalls into one rule whenever possible.

Satisfies: SRG-OS-000462-GPOS-00206",None,SV-219244r809514_rule,F-20968r809513_fix,"Configure the audit system to generate an audit event for any successful/unsuccessful use of the ""setxattr"", ""fsetxattr"", ""lsetxattr"", ""removexattr"", ""fremovexattr"", and ""lremovexattr"" system calls.

Add or update the following rules in the ""/etc/audit/rules.d/stig.rules"" file:

-a always,exit -F arch=b32 -S setxattr,fsetxattr,lsetxattr,removexattr,fremovexattr,lremovexattr -F auid>=1000 -F auid!=4294967295 -k perm_mod
-a always,exit -F arch=b32 -S setxattr,fsetxattr,lsetxattr,removexattr,fremovexattr,lremovexattr -F auid=0 -k perm_mod 
-a always,exit -F arch=b64 -S setxattr,fsetxattr,lsetxattr,removexattr,fremovexattr,lremovexattr -F auid>=1000 -F auid!=4294967295 -k perm_mod
-a always,exit -F arch=b64 -S setxattr,fsetxattr,lsetxattr,removexattr,fremovexattr,lremovexattr -F auid=0 -k perm_mod 

Notes: For 32-bit architectures, only the 32-bit specific entries are required. 
The ""root"" account must be used to view/edit any files in the /etc/audit/rules.d/ directory.

To reload the rules file, issue the following command:

# sudo augenrules --load",C-20969r809512_chk,"Verify the Ubuntu operating system generates an audit record upon successful/unsuccessful attempts to use the ""setxattr"", ""fsetxattr"", ""lsetxattr"", ""removexattr"", ""fremovexattr"", and ""lremovexattr"" system calls.

Check the currently configured audit rules with the following command:

# sudo auditctl -l | grep xattr

-a always,exit -F arch=b32 -S setxattr,fsetxattr,lsetxattr,removexattr,fremovexattr,lremovexattr -F auid>=1000 -F auid!=-1 -k perm_mod
-a always,exit -F arch=b32 -S setxattr,fsetxattr,lsetxattr,removexattr,fremovexattr,lremovexattr -F auid=0 -k perm_mod 
-a always,exit -F arch=b64 -S setxattr,fsetxattr,lsetxattr,removexattr,fremovexattr,lremovexattr -F auid>=1000 -F auid!=-1 -k perm_mod
-a always,exit -F arch=b64 -S setxattr,fsetxattr,lsetxattr,removexattr,fremovexattr,lremovexattr -F auid=0 -k perm_mod 

If the command does not return audit rules for the ""setxattr"", ""fsetxattr"", ""lsetxattr"", ""removexattr"", ""fremovexattr"", and ""lremovexattr"" syscalls or the lines are commented out, this is a finding.

Notes:
For 32-bit architectures, only the 32-bit specific output lines from the commands are required.
The ""-k"" allows for specifying an arbitrary identifier and the string after it does not need to match the example output above."
