id,severity,title,description,iacontrols,ruleID,fixid,fixtext,checkid,checktext
V-238216,medium,The Ubuntu operating system must configure the SSH daemon to use Message Authentication Codes (MACs) employing FIPS 140-2 approved cryptographic hashes to prevent the unauthorized disclosure of information and/or detect changes to information during transmission.,"Without cryptographic integrity protections, information can be altered by unauthorized users without detection.  
 
Remote access (e.g., RDP) is access to DoD nonpublic information systems by an authorized user (or an information system) communicating through an external, non-organization-controlled network. Remote access methods include, for example, dial-up, broadband, and wireless. Nonlocal maintenance and diagnostic activities are those activities conducted by individuals communicating through a network, either an external network (e.g., the internet) or an internal network.  
 
Local maintenance and diagnostic activities are those activities carried out by individuals physically present at the information system or information system component and not communicating across a network connection.  
 
Encrypting information for transmission protects information from unauthorized disclosure and modification. Cryptographic mechanisms implemented to protect information integrity include, for example, cryptographic hash functions which have common application in digital signatures, checksums, and message authentication codes.

Satisfies: SRG-OS-000424-GPOS-00188, SRG-OS-000250-GPOS-00093, SRG-OS-000393-GPOS-00173",None,SV-238216r877465_rule,F-41385r653822_fix,"Configure the Ubuntu operating system to allow the SSH daemon to only use MACs that employ FIPS 140-2 approved ciphers. 
 
Add the following line (or modify the line to have the required value) to the ""/etc/ssh/sshd_config"" file (this file may be named differently or be in a different location if using a version of SSH that is provided by a third-party vendor): 
 
MACs hmac-sha2-512,hmac-sha2-256 
 
Restart the SSH daemon for the changes to take effect: 
 
$ sudo systemctl reload sshd.service",C-41426r858526_chk,"Verify the SSH daemon is configured to only use MACs that employ FIPS 140-2 approved ciphers with the following command:

$ grep -ir macs /etc/ssh/sshd_config*
 
MACs hmac-sha2-512,hmac-sha2-256

If any ciphers other than ""hmac-sha2-512"" or ""hmac-sha2-256"" are listed, the order differs from the example above, or the returned line is commented out, this is a finding.
If conflicting results are returned, this is a finding."
V-238215,high,The Ubuntu operating system must use SSH to protect the confidentiality and integrity of transmitted information.,"Without protection of the transmitted information, confidentiality and integrity may be compromised because unprotected communications can be intercepted and either read or altered.  
 
This requirement applies to both internal and external networks and all types of information system components from which information can be transmitted (e.g., servers, mobile devices, notebook computers, printers, copiers, scanners, and facsimile machines). Communication paths outside the physical protection of a controlled boundary are exposed to the possibility of interception and modification.  
 
Protecting the confidentiality and integrity of organizational information can be accomplished by physical means (e.g., employing physical distribution systems) or by logical means (e.g., employing cryptographic techniques). If physical means of protection are employed, then logical means (cryptography) do not have to be employed, and vice versa.

Satisfies: SRG-OS-000423-GPOS-00187, SRG-OS-000425-GPOS-00189, SRG-OS-000426-GPOS-00190",None,SV-238215r916422_rule,F-41384r653819_fix,"Install the ""ssh"" meta-package on the system with the following command: 
 
$ sudo apt install ssh 
 
Enable the ""ssh"" service to start automatically on reboot with the following command: 
 
$ sudo systemctl enable sshd.service 
 
ensure the ""ssh"" service is running 
 
$ sudo systemctl start sshd.service",C-41425r653818_chk,"Verify the SSH package is installed with the following command: 
 
$ sudo dpkg -l | grep openssh 
ii  openssh-client                        1:7.6p1-4ubuntu0.1                 amd64        secure shell (SSH) client, for secure access to remote machines 
ii  openssh-server                        1:7.6p1-4ubuntu0.1                 amd64        secure shell (SSH) server, for secure access from remote machines 
ii  openssh-sftp-server                   1:7.6p1-4ubuntu0.1                 amd64        secure shell (SSH) sftp server module, for SFTP access from remote machines 
 
If the ""openssh"" server package is not installed, this is a finding. 
 
Verify the ""sshd.service"" is loaded and active with the following command: 
 
$ sudo systemctl status sshd.service | egrep -i ""(active|loaded)"" 
   Loaded: loaded (/lib/systemd/system/ssh.service; enabled; vendor preset: enabled) 
   Active: active (running) since Thu 2019-01-24 22:52:58 UTC; 1 weeks 3 days ago 
 
If ""sshd.service"" is not active or loaded, this is a finding."
V-238214,medium,The Ubuntu operating system must display the Standard Mandatory DoD Notice and Consent Banner before granting any local or remote connection to the system.,"Display of a standardized and approved use notification before granting access to the publicly accessible operating system ensures privacy and security notification verbiage used is consistent with applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance. 
 
System use notifications are required only for access via logon interfaces with human users and are not required when such human interfaces do not exist. 
 
The banner must be formatted in accordance with applicable DoD policy. Use the following verbiage for operating systems that can accommodate banners of 1300 characters: 
 
""You are accessing a U.S. Government (USG) Information System (IS) that is provided for USG-authorized use only. 
 
By using this IS (which includes any device attached to this IS), you consent to the following conditions: 
 
-The USG routinely intercepts and monitors communications on this IS for purposes including, but not limited to, penetration testing, COMSEC monitoring, network operations and defense, personnel misconduct (PM), law enforcement (LE), and counterintelligence (CI) investigations. 
 
-At any time, the USG may inspect and seize data stored on this IS. 
 
-Communications using, or data stored on, this IS are not private, are subject to routine monitoring, interception, and search, and may be disclosed or used for any USG-authorized purpose. 
 
-This IS includes security measures (e.g., authentication and access controls) to protect USG interests--not for your personal benefit or privacy. 
 
-Notwithstanding the above, using this IS does not constitute consent to PM, LE or CI investigative searching or monitoring of the content of privileged communications, or work product, related to personal representation or services by attorneys, psychotherapists, or clergy, and their assistants. Such communications and work product are private and confidential. See User Agreement for details."" 
 
Use the following verbiage for operating systems that have severe limitations on the number of characters that can be displayed in the banner: 
 
""I've read & consent to terms in IS user agreem't.""

Satisfies: SRG-OS-000228-GPOS-00088, SRG-OS-000023-GPOS-00006",None,SV-238214r858525_rule,F-41383r653816_fix,"Set the parameter Banner in ""/etc/ssh/sshd_config"" to point to the ""/etc/issue.net"" file: 
 
$ sudo sed -i '/^Banner/d' /etc/ssh/sshd_config 
$ sudo sed -i '$aBanner /etc/issue.net' /etc/ssh/sshd_config 
 
Either create the file containing the banner or replace the text in the file with the Standard Mandatory DoD Notice and Consent Banner. The DoD required text is: 
 
""You are accessing a U.S. Government (USG) Information System (IS) that is provided for USG-authorized use only. 
 
By using this IS (which includes any device attached to this IS), you consent to the following conditions: 
 
-The USG routinely intercepts and monitors communications on this IS for purposes including, but not limited to, penetration testing, COMSEC monitoring, network operations and defense, personnel misconduct (PM), law enforcement (LE), and counterintelligence (CI) investigations. 
 
-At any time, the USG may inspect and seize data stored on this IS. 
 
-Communications using, or data stored on, this IS are not private, are subject to routine monitoring, interception, and search, and may be disclosed or used for any USG-authorized purpose. 
 
-This IS includes security measures (e.g., authentication and access controls) to protect USG interests--not for your personal benefit or privacy. 
 
-Notwithstanding the above, using this IS does not constitute consent to PM, LE or CI investigative searching or monitoring of the content of privileged communications, or work product, related to personal representation or services by attorneys, psychotherapists, or clergy, and their assistants. Such communications and work product are private and confidential. See User Agreement for details."" 
 
Restart the SSH daemon for the changes to take effect and then signal the SSH server to reload the configuration file: 
 
$ sudo systemctl -s SIGHUP kill sshd",C-41424r858524_chk,"Verify the Ubuntu operating system displays the Standard Mandatory DoD Notice and Consent Banner before granting access to the Ubuntu operating system via an SSH logon with the following command: 
 
$ grep -ir banner /etc/ssh/sshd_config* 
 
/etc/ssh/sshd_config:Banner /etc/issue.net
 
The command will return the banner option along with the name of the file that contains the SSH banner. If the line is commented out, this is a finding.

If conflicting results are returned, this is a finding.
 
Verify the specified banner file matches the Standard Mandatory DoD Notice and Consent Banner exactly: 
 
$ cat /etc/issue.net 
 
""You are accessing a U.S. Government (USG) Information System (IS) that is provided for USG-authorized use only. 
 
By using this IS (which includes any device attached to this IS), you consent to the following conditions: 
 
-The USG routinely intercepts and monitors communications on this IS for purposes including, but not limited to, penetration testing, COMSEC monitoring, network operations and defense, personnel misconduct (PM), law enforcement (LE), and counterintelligence (CI) investigations. 
 
-At any time, the USG may inspect and seize data stored on this IS. 
 
-Communications using, or data stored on, this IS are not private, are subject to routine monitoring, interception, and search, and may be disclosed or used for any USG-authorized purpose. 
 
-This IS includes security measures (e.g., authentication and access controls) to protect USG interests--not for your personal benefit or privacy. 
 
-Notwithstanding the above, using this IS does not constitute consent to PM, LE or CI investigative searching or monitoring of the content of privileged communications, or work product, related to personal representation or services by attorneys, psychotherapists, or clergy, and their assistants. Such communications and work product are private and confidential. See User Agreement for details."" 
 
If the banner text does not match the Standard Mandatory DoD Notice and Consent Banner exactly, this is a finding."
V-238213,medium,The Ubuntu operating system must immediately terminate all network connections associated with SSH traffic at the end of the session or after 10 minutes of inactivity.,"Terminating an idle session within a short time period reduces the window of opportunity for unauthorized personnel to take control of a management session enabled on the console or console port that has been left unattended. In addition, quickly terminating an idle session will also free up resources committed by the managed network element.  
 
Terminating network connections associated with communications sessions includes, for example, de-allocating associated TCP/IP address/port pairs at the operating system level, and de-allocating networking assignments at the application level if multiple application sessions are using a single operating system-level network connection. This does not mean that the operating system terminates all sessions or network access; it only ends the inactive session and releases the resources associated with that session.",None,SV-238213r858523_rule,F-41382r653813_fix,"Configure the Ubuntu operating system to automatically terminate all network connections associated with SSH traffic at the end of a session or after a 10-minute period of inactivity. 
 
Modify or append the following line in the ""/etc/ssh/sshd_config"" file replacing ""[Interval]"" with a value of ""600"" or less: 
 
ClientAliveInterval 600 
 
Restart the SSH daemon for the changes to take effect: 
 
$ sudo systemctl restart sshd.service",C-41423r858522_chk,"Verify that all network connections associated with SSH traffic are automatically terminated at the end of the session or after 10 minutes of inactivity.

Verify the ""ClientAliveInterval"" variable is set to a value of ""600"" or less by performing the following command:

$ sudo grep -ir clientalive /etc/ssh/sshd_config*

ClientAliveInterval 600

If ""ClientAliveInterval"" does not exist, is not set to a value of ""600"" or less in ""/etc/ssh/sshd_config"", or is commented out, this is a finding.
If conflicting results are returned, this is a finding."
V-238212,medium,The Ubuntu operating system must immediately terminate all network connections associated with SSH traffic after a period of inactivity.,"Automatic session termination addresses the termination of user-initiated logical sessions in contrast to the termination of network connections that are associated with communications sessions (i.e., network disconnect). A logical session (for local, network, and remote access) is initiated whenever a user (or process acting on behalf of a user) accesses an organizational information system. Such user sessions can be terminated (and thus terminate user access) without terminating network sessions. 
 
Session termination terminates all processes associated with a user's logical session except those processes that are specifically created by the user (i.e., session owner) to continue after the session is terminated. 
 
Conditions or trigger events requiring automatic session termination can include, for example, organization-defined periods of user inactivity, targeted responses to certain types of incidents, and time-of-day restrictions on information system use. 
 
This capability is typically reserved for specific Ubuntu operating system functionality where the system owner, data owner, or organization requires additional assurance.",None,SV-238212r858521_rule,F-41381r653810_fix,"Configure the Ubuntu operating system to automatically terminate inactive SSH sessions after a period of inactivity. 
 
Modify or append the following line in the ""/etc/ssh/sshd_config"" file, replacing ""[Count]"" with a value of 1: 
 
ClientAliveCountMax 1 
 
Restart the SSH daemon for the changes to take effect: 
 
$ sudo systemctl restart sshd.service",C-41422r858520_chk,"Verify that all network connections associated with SSH traffic automatically terminate after a period of inactivity. 

Verify the ""ClientAliveCountMax"" variable is set in the ""/etc/ssh/sshd_config"" file by performing the following command:

$ sudo grep -ir clientalivecountmax /etc/ssh/sshd_config*

ClientAliveCountMax  1

If ""ClientAliveCountMax"" is not set, is not set to ""1"", or is commented out, this is a finding.
If conflicting results are returned, this is a finding."
V-238211,medium,The Ubuntu operating system must use strong authenticators in establishing nonlocal maintenance and diagnostic sessions.,"Nonlocal maintenance and diagnostic activities are those activities conducted by individuals communicating through a network, either an external network (e.g., the internet) or an internal network. Local maintenance and diagnostic activities are those activities carried out by individuals physically present at the information system or information system component and not communicating across a network connection. Typically, strong authentication requires authenticators that are resistant to replay attacks and employ multifactor authentication. Strong authenticators include, for example, PKI where certificates are stored on a token protected by a password, passphrase, or biometric.",None,SV-238211r877395_rule,F-41380r653807_fix,"Configure the Ubuntu operating system to use strong authentication when establishing nonlocal maintenance and diagnostic sessions.  
 
Add or modify the following line to /etc/ssh/sshd_config: 
 
UsePAM yes",C-41421r858518_chk,"Verify the Ubuntu operating system is configured to use strong authenticators in the establishment of nonlocal maintenance and diagnostic maintenance.

Verify that ""UsePAM"" is set to ""yes"" in ""/etc/ssh/sshd_config:

$ grep -r ^UsePAM /etc/ssh/sshd_config*

UsePAM yes

If ""UsePAM"" is not set to ""yes"", this is a finding.
If conflicting results are returned, this is a finding."
V-238210,medium,The Ubuntu operating system must implement smart card logins for multifactor authentication for local and network access to privileged and non-privileged accounts.,"Without the use of multifactor authentication, the ease of access to privileged functions is greatly increased. 
 
Multifactor authentication requires using two or more factors to achieve authentication. 
 
Factors include:  
1) something a user knows (e.g., password/PIN); 
2) something a user has (e.g., cryptographic identification device, token); and 
3) something a user is (e.g., biometric). 
 
A privileged account is defined as an information system account with authorizations of a privileged user. 
 
Network access is defined as access to an information system by a user (or a process acting on behalf of a user) communicating through a network (e.g., local area network, wide area network, or the internet). 
 
The DoD CAC with DoD-approved PKI is an example of multifactor authentication.

Satisfies: SRG-OS-000105-GPOS-00052, SRG-OS-000106-GPOS-00053, SRG-OS-000107-GPOS-00054, SRG-OS-000108-GPOS-00055",None,SV-238210r917810_rule,F-41379r653804_fix,"Configure the Ubuntu operating system to use multifactor authentication for network access to accounts. 
 
Add or update ""pam_pkcs11.so"" in ""/etc/pam.d/common-auth"" to match the following line: 
 
auth    [success=2 default=ignore] pam_pkcs11.so 
 
Set the sshd option ""PubkeyAuthentication yes"" in the ""/etc/ssh/sshd_config"" file.",C-41420r917809_chk,"Verify the Ubuntu operating system has the packages required for multifactor authentication installed with the following commands:

$ dpkg -l | grep libpam-pkcs11

ii  libpam-pkcs11    0.6.8-4    amd64    Fully featured PAM module for using PKCS#11 smart cards

If the ""libpam-pkcs11"" package is not installed, this is a finding.

Verify the sshd daemon allows public key authentication with the following command:
 
$ grep -ir pubkeyauthentication /etc/ssh/sshd_config*

PubkeyAuthentication yes

If this option is set to ""no"" or is missing, this is a finding.

If conflicting results are returned, this is a finding."
V-238356,medium,"The Ubuntu operating system must, for networked systems, compare internal information system clocks at least every 24 hours with a server which is synchronized to one of the redundant United States Naval Observatory (USNO) time servers, or a time server designated for the appropriate DoD network (NIPRNet/SIPRNet), and/or the Global Positioning System (GPS).","Inaccurate time stamps make it more difficult to correlate events and can lead to an inaccurate analysis. Determining the correct time a particular event occurred on a system is critical when conducting forensic analysis and investigating system events. Sources outside the configured acceptable allowance (drift) may be inaccurate. 
 
Synchronizing internal information system clocks provides uniformity of time stamps for information systems with multiple system clocks and systems connected over a network. 
 
Organizations should consider endpoints that may not have regular access to the authoritative time server (e.g., mobile, teleworking, and tactical endpoints).",None,SV-238356r877038_rule,F-41525r808491_fix,"If the system is not networked, this requirement is Not Applicable. 
 
To configure the system clock to compare the system clock at least every 24 hours to the authoritative time source, edit the ""/etc/chrony/chrony.conf"" file. Add or correct the following lines, by replacing ""[source]"" in the following line with an authoritative DoD time source: 
 
server [source] iburst maxpoll = 16 
 
If the ""chrony"" service was running and the value of ""maxpoll"" or ""server"" was updated, the service must be restarted using the following command: 
 
$ sudo systemctl restart chrony.service",C-41566r808490_chk,"If the system is not networked, this requirement is Not Applicable. 
 
The system clock must be configured to compare the system clock at least every 24 hours to the authoritative time source. 
 
Check the value of ""maxpoll"" in the ""/etc/chrony/chrony.conf"" file with the following command: 
 
$ sudo  grep  maxpoll /etc/chrony/chrony.conf 
server tick.usno.navy.mil iburst maxpoll 16  
 
If the ""maxpoll"" option is set to a number greater than 16 or the line is commented out, this is a finding. 
 
Verify that the ""chrony.conf"" file is configured to an authoritative DoD time source by running the following command: 
 
$ grep -i server /etc/chrony/chrony.conf 
server tick.usno.navy.mil iburst maxpoll 16 
server tock.usno.navy.mil iburst maxpoll 16 
server ntp2.usno.navy.mil iburst maxpoll 16 
 
If the parameter ""server"" is not set, is not set to an authoritative DoD time source, or is commented out, this is a finding."
V-238357,low,The Ubuntu operating system must synchronize internal information system clocks to the authoritative time source when the time difference is greater than one second.,"Inaccurate time stamps make it more difficult to correlate events and can lead to an inaccurate analysis. Determining the correct time a particular event occurred on a system is critical when conducting forensic analysis and investigating system events. 
 
Synchronizing internal information system clocks provides uniformity of time stamps for information systems with multiple system clocks and systems connected over a network. Organizations should consider setting time periods for different types of systems (e.g., financial, legal, or mission-critical systems). 
 
Organizations should also consider endpoints that may not have regular access to the authoritative time server (e.g., mobile, teleworking, and tactical endpoints). This requirement is related to the comparison done every 24 hours in SRG-OS-000355 because a comparison must be done in order to determine the time difference.",None,SV-238357r853432_rule,F-41526r654245_fix,"Configure chrony to synchronize the internal system clocks to the authoritative source when the time difference is greater than one second by doing the following: 
 
Edit the ""/etc/chrony/chrony.conf"" file and add: 
 
makestep 1 -1 
 
Restart the chrony service: 
 
$ sudo systemctl restart chrony.service",C-41567r654244_chk,"Verify the operating system synchronizes internal system clocks to the authoritative time source when the time difference is greater than one second. 
 
Check the value of ""makestep"" by running the following command: 
 
$ sudo grep makestep /etc/chrony/chrony.conf 
 
makestep 1 -1 
 
If the makestep option is commented out or is not set to ""1 -1"", this is a finding."
V-238354,medium,The Ubuntu operating system must have an application firewall installed in order to control remote access methods.,"Remote access services, such as those providing remote access to network devices and information systems, which lack automated control capabilities, increase risk and make remote user access management difficult at best. 
 
Remote access is access to DoD nonpublic information systems by an authorized user (or an information system) communicating through an external, non-organization-controlled network. Remote access methods include, for example, dial-up, broadband, and wireless. 
 
Ubuntu operating system functionality (e.g., RDP) must be capable of taking enforcement action if the audit reveals unauthorized activity. Automated control of remote access sessions allows organizations to ensure ongoing compliance with remote access policies by enforcing connection rules of remote access applications on a variety of information system components (e.g., servers, workstations, notebook computers, smartphones, and tablets).",None,SV-238354r853429_rule,F-41523r654236_fix,"Install the Uncomplicated Firewall by using the following command: 
 
$ sudo apt-get install ufw",C-41564r654235_chk,"Verify that the Uncomplicated Firewall is installed with the following command: 
 
$ dpkg -l | grep ufw 
 
ii  ufw         0.36-6 
 
If the ""ufw"" package is not installed, ask the System Administrator if another application firewall is installed.  
 
If no application firewall is installed, this is a finding."
V-238355,medium,The Ubuntu operating system must enable and run the uncomplicated firewall(ufw).,"Remote access services, such as those providing remote access to network devices and information systems, which lack automated control capabilities, increase risk and make remote user access management difficult at best. 
 
Remote access is access to DoD nonpublic information systems by an authorized user (or an information system) communicating through an external, non-organization-controlled network. Remote access methods include, for example, dial-up, broadband, and wireless. 
 
Ubuntu operating system functionality (e.g., RDP) must be capable of taking enforcement action if the audit reveals unauthorized activity. Automated control of remote access sessions allows organizations to ensure ongoing compliance with remote access policies by enforcing connection rules of remote access applications on a variety of information system components (e.g., servers, workstations, notebook computers, smartphones, and tablets).",None,SV-238355r853430_rule,F-41524r654239_fix,"Enable the Uncomplicated Firewall by using the following command: 
 
$ sudo systemctl enable --now ufw.service",C-41565r654238_chk,"Verify the Uncomplicated Firewall is enabled on the system by running the following command: 
 
$ systemctl is-enabled ufw 
 
If the above command returns the status as ""disabled"", this is a finding. 
 
Verify the Uncomplicated Firewall is active on the system by running the following command: 
 
$ systemctl is-active ufw 
 
If the above command returns ""inactive"" or any kind of error, this is a finding. 
 
If the Uncomplicated Firewall is not installed, ask the System Administrator if another application firewall is installed.  
 
If no application firewall is installed, this is a finding."
V-238352,medium,The Ubuntu operating system library directories must be group-owned by root.," If the operating system were to allow any user to make changes to software libraries, then those changes might be implemented without undergoing the appropriate testing and approvals that are part of a robust change management process. 
 
This requirement applies to operating systems with software libraries that are accessible and configurable, as in the case of interpreted languages. Software libraries also include privileged programs which execute with escalated privileges. Only qualified and authorized individuals must be allowed to obtain access to information system components for purposes of initiating changes, including upgrades and modifications.",None,SV-238352r654231_rule,F-41521r654230_fix,"Configure the system library directories to be protected from unauthorized access. Run the following command: 
 
$ sudo find /lib /usr/lib /lib64 ! -group root -type d -exec chgrp root '{}' \;",C-41562r654229_chk,"Verify the system-wide library directories ""/lib"", ""/lib64"", and ""/usr/lib"" are group-owned by root with the following command: 
 
$ sudo find /lib /usr/lib /lib64 ! -group root -type d -exec stat -c ""%n %G"" '{}' \; 
 
If any system-wide shared library directory is returned, this is a finding."
V-238353,medium,The Ubuntu operating system must be configured to preserve log records from failure events.,"Failure to a known state can address safety or security in accordance with the mission/business needs of the organization. Failure to a known secure state helps prevent a loss of confidentiality, integrity, or availability in the event of a failure of the information system or a component of the system.  
 
Preserving operating system state information helps to facilitate operating system restart and return to the operational mode of the organization with least disruption to mission/business processes.",None,SV-238353r654234_rule,F-41522r654233_fix,"Configure the log service to collect failure events. 
 
Install the log service (if the log service is not already installed) with the following command: 
 
$ sudo apt-get install rsyslog 
 
Enable the log service with the following command: 
 
$ sudo systemctl enable --now rsyslog",C-41563r654232_chk,"Verify the log service is configured to collect system failure events. 
 
Check that the log service is installed properly with the following command: 
 
$ dpkg -l | grep rsyslog 
 
ii  rsyslog                                    8.32.0-1ubuntu4                                 amd64        reliable system and kernel logging daemon 
 
If the ""rsyslog"" package is not installed, this is a finding. 
 
Check that the log service is enabled with the following command: 
 
$ systemctl is-enabled rsyslog 
 
enabled 
 
If the command above returns ""disabled"", this is a finding. 
 
Check that the log service is properly running and active on the system with the following command: 
 
$ systemctl is-active rsyslog 
 
active 
 
If the command above returns ""inactive"", this is a finding."
V-238350,medium,The Ubuntu operating system library directories must be owned by root.," If the operating system were to allow any user to make changes to software libraries, then those changes might be implemented without undergoing the appropriate testing and approvals that are part of a robust change management process. 
 
This requirement applies to operating systems with software libraries that are accessible and configurable, as in the case of interpreted languages. Software libraries also include privileged programs which execute with escalated privileges. Only qualified and authorized individuals must be allowed to obtain access to information system components for purposes of initiating changes, including upgrades and modifications.",None,SV-238350r654225_rule,F-41519r654224_fix,"Configure the library files and their respective parent directories to be protected from unauthorized access. Run the following command: 
 
$ sudo find /lib /usr/lib /lib64 ! -user root -type d -exec chown root '{}' \;",C-41560r654223_chk,"Verify the system-wide shared library directories ""/lib"", ""/lib64"", and ""/usr/lib"" are owned by root with the following command: 
 
$ sudo find /lib /usr/lib /lib64 ! -user root -type d -exec stat -c ""%n %U"" '{}' \; 
 
If any system-wide library directory is returned, this is a finding."
V-238351,medium,The Ubuntu operating system library files must be group-owned by root or a system account.," If the operating system were to allow any user to make changes to software libraries, then those changes might be implemented without undergoing the appropriate testing and approvals that are part of a robust change management process. 
 
This requirement applies to operating systems with software libraries that are accessible and configurable, as in the case of interpreted languages. Software libraries also include privileged programs which execute with escalated privileges. Only qualified and authorized individuals must be allowed to obtain access to information system components for purposes of initiating changes, including upgrades and modifications.",None,SV-238351r832962_rule,F-41520r832961_fix,"Configure the system library files to be protected from unauthorized access. Run the following command, replacing ""[FILE]"" with any system command file not group-owned by ""root"" or a required system account: 
 
$ sudo chgrp root [FILE]",C-41561r832960_chk,"Verify the system-wide library files contained in the directories ""/lib"", ""/lib64"", and ""/usr/lib"" are group-owned by root, or a required system account, with the following command: 
 
$ sudo find /lib /usr/lib /lib64 ! -group root -type f -exec stat -c ""%n %G"" '{}' \; 
 
If any system-wide shared library file is returned and is not group-owned by a required system account, this is a finding."
V-238358,medium,The Ubuntu operating system must notify designated personnel if baseline configurations are changed in an unauthorized manner. The file integrity tool must notify the system administrator (SA) when changes to the baseline configuration or anomalies in the operation of any security functions are discovered.,"Unauthorized changes to the baseline configuration could make the system vulnerable to various attacks or allow unauthorized access to the operating system. Changes to operating system configurations can have unintended side effects, some of which may be relevant to security. 
 
Detecting such changes and providing an automated response can help avoid unintended, negative consequences that could ultimately affect the security state of the operating system. The operating system's IMO/ISSO and SAs must be notified via email and/or monitoring system trap when there is an unauthorized modification of a configuration item.",None,SV-238358r917812_rule,F-41527r654248_fix,"Configure the Ubuntu operating system to notify designated personnel if baseline configurations are changed in an unauthorized manner. 
 
Modify the ""SILENTREPORTS"" parameter in the ""/etc/default/aide"" file with a value of ""no"" if it does not already exist.",C-41568r917811_chk,"Verify that Advanced Intrusion Detection Environment (AIDE) notifies the SA when anomalies in the operation of any security functions are discovered with the following command: 
 
$ grep SILENTREPORTS /etc/default/aide 
 
SILENTREPORTS=no 
 
If SILENTREPORTS is commented out, this is a finding. 
 
If SILENTREPORTS is set to ""yes"", this is a finding. 
 
If SILENTREPORTS is not set to ""no"", this is a finding."
V-238359,medium,"The Ubuntu operating system's Advance Package Tool (APT) must be configured to prevent the installation of patches, service packs, device drivers, or Ubuntu operating system components without verification they have been digitally signed using a certificate that is recognized and approved by the organization.","Changes to any software components can have significant effects on the overall security of the operating system. This requirement ensures the software has not been tampered with and that it has been provided by a trusted vendor. 
 
Accordingly, patches, service packs, device drivers, or operating system components must be signed with a certificate recognized and approved by the organization. 
 
Verifying the authenticity of the software prior to installation validates the integrity of the patch or upgrade received from a vendor. This ensures the software has not been tampered with and that it has been provided by a trusted vendor. Self-signed certificates are disallowed by this requirement. The operating system should not have to verify the software again. This requirement does not mandate DoD certificates for this purpose; however, the certificate used to verify the software must be from an approved CA.",None,SV-238359r877463_rule,F-41528r654251_fix,"Configure APT to prevent the installation of patches, service packs, device drivers, or Ubuntu operating system components without verification they have been digitally signed using a certificate that is recognized and approved by the organization. 
 
Remove/update any APT configuration files that contain the variable ""AllowUnauthenticated"" to ""false"", or remove ""AllowUnauthenticated"" entirely from each file. Below is an example of setting the ""AllowUnauthenticated"" variable to ""false"": 
 
APT::Get::AllowUnauthenticated ""false"";",C-41569r654250_chk,"Verify that APT is configured to prevent the installation of patches, service packs, device drivers, or Ubuntu operating system components without verification they have been digitally signed using a certificate that is recognized and approved by the organization. 
 
Check that the ""AllowUnauthenticated"" variable is not set at all or is set to ""false"" with the following command: 
 
$ grep AllowUnauthenticated /etc/apt/apt.conf.d/* 
/etc/apt/apt.conf.d/01-vendor-Ubuntu:APT::Get::AllowUnauthenticated ""false""; 
 
If any of the files returned from the command with ""AllowUnauthenticated"" are set to ""true"", this is a finding."
V-238297,medium,The Ubuntu operating system must generate audit records for successful/unsuccessful uses of the delete_module syscall.,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one. 

Audit records can be generated from various components within the information system (e.g., module or policy filter).

Satisfies: SRG-OS-000477-GPOS-00222",None,SV-238297r802387_rule,F-41466r654065_fix,"Configure the audit system to generate an audit event for any successful/unsuccessful use of the ""delete_module"" syscall.  
 
Add or update the following rules in the ""/etc/audit/rules.d/stig.rules"" file: 
 
-a always,exit -F arch=b32 -S delete_module -F auid>=1000 -F auid!=4294967295 -k module_chng 
-a always,exit -F arch=b64 -S delete_module -F auid>=1000 -F auid!=4294967295 -k module_chng 
  
Notes: For 32-bit architectures, only the 32-bit specific entries are required.  
  
To reload the rules file, issue the following command: 
 
$ sudo augenrules --load",C-41507r654064_chk,"Verify the Ubuntu operating system generates an audit record for any successful/unsuccessful attempts to use the ""delete_module"" syscall. 
 
Check the currently configured audit rules with the following command: 
 
$ sudo auditctl -l | grep -w delete_module 
 
-a always,exit -F arch=b32 -S delete_module -F auid>=1000 -F auid!=-1 -k module_chng 
-a always,exit -F arch=b64 -S delete_module -F auid>=1000 -F auid!=-1 -k module_chng 
 
If the command does not return a line that matches the example or the line is commented out, this is a finding. 
 
Notes: 
- For 32-bit architectures, only the 32-bit specific output lines from the commands are required. 
- The ""-k"" allows for specifying an arbitrary identifier, and the string after it does not need to match the example output above."
